[2022-08-08 23:34:35.711031][Task_List] ['receive_energy', 'mission_explore', 'shopping', 'mission_arena', 'mission_gashapon', 'mission_guild', 'mission_dungeons', 'mission_princess_arena', 'mission_complete']
[2022-08-08 23:34:35.765719][Task] initial
[2022-08-16 22:24:15.389565][Task] <click> blank_button
[2022-08-16 22:24:15.390065][mission_dungeons][blank_button][click] (55.0, 137.0)
[2022-08-16 22:24:15.394569][mission_dungeons][blank_button][idle] 9.76 seconds
[2022-08-16 22:24:25.155474][Task] <click> third_enemy
[2022-08-16 22:24:25.155975][mission_dungeons][third_enemy][click] (291.0, 323.0)
[2022-08-16 22:24:25.159978][mission_dungeons][third_enemy][idle] 5.91 seconds
[2022-08-16 22:24:31.070567][Task] <click> challenge_button
[2022-08-16 22:24:31.071069][mission_dungeons][challenge_button][click] (1128.0, 605.0)
[2022-08-16 22:24:31.076074][mission_dungeons][challenge_button][idle] 5.46 seconds
[2022-08-16 22:24:36.543280][Task] <click> attack_button
[2022-08-16 22:24:36.543781][mission_dungeons][attack_button][click] (1107.0, 597.0)
[2022-08-16 22:24:36.548285][mission_dungeons][attack_button][idle] 36.85 seconds
[2022-08-16 22:25:13.398950][Task] <click> next_button
[2022-08-16 22:25:13.399451][mission_dungeons][next_button][click] (1092.0, 656.0)
[2022-08-16 22:25:13.404455][mission_dungeons][next_button][idle] 5.93 seconds
[2022-08-16 22:25:19.334561][Task] <click> blank_button
[2022-08-16 22:25:19.335061][mission_dungeons][blank_button][click] (66.0, 148.0)
[2022-08-16 22:25:19.340066][mission_dungeons][blank_button][idle] 9.53 seconds
[2022-08-16 22:25:28.871774][Task] <click> fourth_enemy
[2022-08-16 22:25:28.872275][mission_dungeons][fourth_enemy][click] (651.0, 333.0)
[2022-08-16 22:25:28.876779][mission_dungeons][fourth_enemy][idle] 4.25 seconds
[2022-08-16 22:25:33.127439][Task] <click> challenge_button
[2022-08-16 22:25:33.127939][mission_dungeons][challenge_button][click] (1114.0, 607.0)
[2022-08-16 22:25:33.133444][mission_dungeons][challenge_button][idle] 7.87 seconds
[2022-08-16 22:25:41.004221][Task] <click> attack_button
[2022-08-16 22:25:41.004722][mission_dungeons][attack_button][click] (1123.0, 612.0)
[2022-08-16 22:25:41.009726][mission_dungeons][attack_button][idle] 35.53 seconds
[2022-08-16 22:26:16.539821][Task] <click> next_button
[2022-08-16 22:26:16.540322][mission_dungeons][next_button][click] (1132.0, 660.0)
[2022-08-16 22:26:16.544825][mission_dungeons][next_button][idle] 6.3 seconds
[2022-08-16 22:26:22.845751][Task] <click> blank_button
[2022-08-16 22:26:22.846251][mission_dungeons][blank_button][click] (63.0, 145.0)
[2022-08-16 22:26:22.851256][mission_dungeons][blank_button][idle] 9.64 seconds
[2022-08-16 22:26:32.492071][Task] <click> retreat_button
[2022-08-16 22:26:32.492570][mission_dungeons][retreat_button][click] (1086.0, 565.0)
[2022-08-16 22:26:32.497075][mission_dungeons][retreat_button][idle] 3.37 seconds
[2022-08-16 22:26:35.867477][Task] <click> comfirm_button
[2022-08-16 22:26:35.867977][mission_dungeons][comfirm_button][click] (790.0, 494.0)
[2022-08-16 22:26:35.872982][mission_dungeons][comfirm_button][idle] 3.22 seconds
[2022-08-16 22:26:39.093755][Task] mission_gashapon
[2022-08-16 22:26:39.094256][Task] <click> gashapon_button
[2022-08-16 22:26:39.095757][mission_gashapon][gashapon_button][click] (1016.0, 694.0)
[2022-08-16 22:26:39.100762][mission_gashapon][gashapon_button][idle] 7.23 seconds
[2022-08-16 22:26:46.331468][Task] <click> blank_button
[2022-08-16 22:26:46.331968][mission_gashapon][blank_button][click] (68.0, 133.0)
[2022-08-16 22:26:46.337473][mission_gashapon][blank_button][idle] 5.33 seconds
[2022-08-16 22:26:51.668064][Task] <click> normal_button
[2022-08-16 22:26:51.668564][mission_gashapon][normal_button][click] (1186.0, 96.0)
[2022-08-16 22:26:51.673068][mission_gashapon][normal_button][idle] 7.42 seconds
[2022-08-16 22:26:59.093957][Task] <click> free_button
[2022-08-16 22:26:59.094458][mission_gashapon][free_button][click] (978.0, 461.0)
[2022-08-16 22:26:59.098462][mission_gashapon][free_button][idle] 3.23 seconds
[2022-08-16 22:27:02.330244][Task] <click> ok_button
[2022-08-16 22:27:02.330745][mission_gashapon][ok_button][click] (799.0, 485.0)
[2022-08-16 22:27:02.335249][mission_gashapon][ok_button][idle] 11.26 seconds
[2022-08-16 22:27:13.595945][Task] <click> receive_button
[2022-08-16 22:27:13.596445][mission_gashapon][receive_button][click] (652.0, 585.0)
[2022-08-16 22:27:13.600449][mission_gashapon][receive_button][idle] 4.8 seconds
[2022-08-16 22:27:18.401083][Task] mission_explore
[2022-08-16 22:27:18.401584][Task] <click> adventure_button
[2022-08-16 22:27:18.403585][mission_explore][adventure_button][click] (626.0, 690.0)
[2022-08-16 22:27:18.407088][mission_explore][adventure_button][idle] 6.49 seconds
[2022-08-16 22:27:24.897677][Task] <click> explore_button
[2022-08-16 22:27:24.898178][mission_explore][explore_button][click] (974.0, 199.0)
[2022-08-16 22:27:24.902684][mission_explore][explore_button][idle] 6.07 seconds
[2022-08-16 22:27:30.973409][Task] <click> exp_button
[2022-08-16 22:27:30.973909][mission_explore][exp_button][click] (794.0, 312.0)
[2022-08-16 22:27:30.977913][mission_explore][exp_button][idle] 6.54 seconds
[2022-08-16 22:27:37.518545][Task] <click> level_button
[2022-08-16 22:27:37.519045][mission_explore][level_button][click] (979.0, 199.0)
[2022-08-16 22:27:37.524050][mission_explore][level_button][idle] 6.82 seconds
[2022-08-16 22:27:44.344423][Task] <click> attack_button
[2022-08-16 22:27:44.344923][mission_explore][attack_button][click] (1002.0, 445.0)
[2022-08-16 22:27:44.349427][mission_explore][attack_button][idle] 3.96 seconds
[2022-08-16 22:27:48.309837][Task] <click> ok_button
[2022-08-16 22:27:48.310338][mission_explore][ok_button][click] (786.0, 493.0)
[2022-08-16 22:27:48.314342][mission_explore][ok_button][idle] 7.19 seconds
[2022-08-16 22:27:55.505032][Task] <click> blank_button
[2022-08-16 22:27:55.505533][mission_explore][blank_button][click] (56.0, 137.0)
[2022-08-16 22:27:55.509537][mission_explore][blank_button][idle] 7.97 seconds
[2022-08-16 22:28:03.480400][Task] <click> level_button
[2022-08-16 22:28:03.480901][mission_explore][level_button][click] (957.0, 209.0)
[2022-08-16 22:28:03.485405][mission_explore][level_button][idle] 5.61 seconds
[2022-08-16 22:28:09.095736][Task] <click> attack_button
[2022-08-16 22:28:09.096238][mission_explore][attack_button][click] (1012.0, 442.0)
[2022-08-16 22:28:09.101240][mission_explore][attack_button][idle] 3.88 seconds
[2022-08-16 22:28:12.984084][Task] <click> ok_button
[2022-08-16 22:28:12.984585][mission_explore][ok_button][click] (783.0, 493.0)
[2022-08-16 22:28:12.989590][mission_explore][ok_button][idle] 8.99 seconds
[2022-08-16 22:28:21.980831][Task] <click> blank_button
[2022-08-16 22:28:21.981331][mission_explore][blank_button][click] (70.0, 148.0)
[2022-08-16 22:28:21.985835][mission_explore][blank_button][idle] 5.18 seconds
[2022-08-16 22:28:27.172802][Task] shopping
[2022-08-16 22:28:27.173302][Task] <click> main_button
[2022-08-16 22:28:27.174803][shopping][main_button][click] (116.0, 683.0)
[2022-08-16 22:28:27.179307][shopping][main_button][idle] 7.55 seconds
[2022-08-16 22:28:34.729309][Task] <click> shop_button
[2022-08-16 22:28:34.729810][shopping][shop_button][click] (827.0, 584.0)
[2022-08-16 22:28:34.736315][shopping][shop_button][idle] 7.06 seconds
[2022-08-16 22:28:41.797395][Task] <click> first_cargo
[2022-08-16 22:28:41.797895][shopping][first_cargo][click] (516.0, 204.0)
[2022-08-16 22:28:41.802400][shopping][first_cargo][idle] 3.59 seconds
[2022-08-16 22:28:45.392991][Task] <click> second_cargo
[2022-08-16 22:28:45.393492][shopping][second_cargo][click] (741.0, 198.0)
[2022-08-16 22:28:45.410007][shopping][second_cargo][idle] 2.91 seconds
[2022-08-16 22:28:48.320513][Task] <click> third_cargo
[2022-08-16 22:28:48.321013][shopping][third_cargo][click] (968.0, 202.0)
[2022-08-16 22:28:48.337027][shopping][third_cargo][idle] 1.1 seconds
[2022-08-16 22:28:49.437475][Task] <click> fourth_cargo
[2022-08-16 22:28:49.437975][shopping][fourth_cargo][click] (1199.0, 204.0)
[2022-08-16 22:28:49.442479][shopping][fourth_cargo][idle] 1.39 seconds
[2022-08-16 22:28:50.833176][Task] <click> buy_button
[2022-08-16 22:28:50.833677][shopping][buy_button][click] (1088.0, 582.0)
[2022-08-16 22:28:50.838681][shopping][buy_button][idle] 3.62 seconds
[2022-08-16 22:28:54.459299][Task] <click> ok_button
[2022-08-16 22:28:54.459799][shopping][ok_button][click] (798.0, 631.0)
[2022-08-16 22:28:54.464303][shopping][ok_button][idle] 5.05 seconds
[2022-08-16 22:28:59.515152][Task] <click> blank_button
[2022-08-16 22:28:59.515653][shopping][blank_button][click] (192.0, 204.0)
[2022-08-16 22:28:59.520658][shopping][blank_button][idle] 3.54 seconds
[2022-08-16 22:29:03.060705][Task] mission_guild
[2022-08-16 22:29:03.061206][Task] <click> main_button
[2022-08-16 22:29:03.062707][mission_guild][main_button][click] (132.0, 679.0)
[2022-08-16 22:29:03.067711][mission_guild][main_button][idle] 5.96 seconds
[2022-08-16 22:29:09.028345][Task] <click> guild_button
[2022-08-16 22:29:09.028845][mission_guild][guild_button][click] (922.0, 571.0)
[2022-08-16 22:29:09.035350][mission_guild][guild_button][idle] 6.02 seconds
[2022-08-16 22:29:15.058537][Task] <click> blank_button
[2022-08-16 22:29:15.059037][mission_guild][blank_button][click] (51.0, 135.0)
[2022-08-16 22:29:15.063541][mission_guild][blank_button][idle] 4.19 seconds
[2022-08-16 22:29:19.254650][Task] <click> friend_button
[2022-08-16 22:29:19.255151][mission_guild][friend_button][click] (317.0, 463.0)
[2022-08-16 22:29:19.259154][mission_guild][friend_button][idle] 5.47 seconds
[2022-08-16 22:29:24.732366][Task] <click> like_button
[2022-08-16 22:29:24.732867][mission_guild][like_button][click] (1104.0, 425.0)
[2022-08-16 22:29:24.738372][mission_guild][like_button][idle] 5.19 seconds
[2022-08-16 22:29:29.929342][Task] <click> blank_button
[2022-08-16 22:29:29.929842][mission_guild][blank_button][click] (65.0, 141.0)
[2022-08-16 22:29:29.934346][mission_guild][blank_button][idle] 5.97 seconds
[2022-08-16 22:29:35.904987][Task] mission_arena
[2022-08-16 22:29:35.905487][Task] <click> adventure_button
[2022-08-16 22:29:35.906989][mission_arena][adventure_button][click] (639.0, 691.0)
[2022-08-16 22:29:35.915997][mission_arena][adventure_button][idle] 5.93 seconds
[2022-08-16 22:29:41.846568][Task] <click> arena_button
[2022-08-16 22:29:41.847068][mission_arena][arena_button][click] (757.0, 542.0)
[2022-08-16 22:29:41.851572][mission_arena][arena_button][idle] 6.88 seconds
[2022-08-16 22:29:48.732496][Task] <click> blank_button
[2022-08-16 22:29:48.732997][mission_arena][blank_button][click] (59.0, 139.0)
[2022-08-16 22:29:48.737502][mission_arena][blank_button][idle] 4.3 seconds
[2022-08-16 22:29:53.038205][Task] <click> receive_button
[2022-08-16 22:29:53.038705][mission_arena][receive_button][click] (394.0, 464.0)
[2022-08-16 22:29:53.042709][mission_arena][receive_button][idle] 3.27 seconds
[2022-08-16 22:29:56.313614][Task] <click> blank_button
[2022-08-16 22:29:56.317117][mission_arena][blank_button][click] (60.0, 149.0)
[2022-08-16 22:29:56.324124][mission_arena][blank_button][idle] 5.07 seconds
[2022-08-16 22:30:01.404498][Task] <click> first_person
[2022-08-16 22:30:01.404998][mission_arena][first_person][click] (806.0, 236.0)
[2022-08-16 22:30:01.410003][mission_arena][first_person][idle] 3.94 seconds
[2022-08-16 22:30:05.352898][Task] <click> attack_button
[2022-08-16 22:30:05.353398][mission_arena][attack_button][click] (1095.0, 594.0)
[2022-08-16 22:30:05.358903][mission_arena][attack_button][idle] 8.07 seconds
[2022-08-16 22:30:13.429352][Task] <click> skip_button
[2022-08-16 22:30:13.429853][mission_arena][skip_button][click] (1218.0, 473.0)
[2022-08-16 22:30:13.434858][mission_arena][skip_button][idle] 9.6 seconds
[2022-08-16 22:30:23.035625][Task] <click> next_button
[2022-08-16 22:30:23.036125][mission_arena][next_button][click] (1128.0, 653.0)
[2022-08-16 22:30:23.041129][mission_arena][next_button][idle] 7.81 seconds
[2022-08-16 22:30:30.853857][Task] <click> blank_button
[2022-08-16 22:30:30.854357][mission_arena][blank_button][click] (66.0, 134.0)
[2022-08-16 22:30:30.858861][mission_arena][blank_button][idle] 4.24 seconds
[2022-08-16 22:30:35.099012][Task] <click> blank_button
[2022-08-16 22:30:35.099513][mission_arena][blank_button][click] (50.0, 149.0)
[2022-08-16 22:30:35.104017][mission_arena][blank_button][idle] 5.97 seconds
[2022-08-16 22:30:41.075659][Task] mission_princess_arena
[2022-08-16 22:30:41.076160][Task] <click> adventure_button
[2022-08-16 22:30:41.077662][mission_princess_arena][adventure_button][click] (638.0, 691.0)
[2022-08-16 22:30:41.083166][mission_princess_arena][adventure_button][idle] 6.27 seconds
[2022-08-16 22:30:47.354065][Task] <click> princess_arena_button
[2022-08-16 22:30:47.354565][mission_princess_arena][princess_arena_button][click] (1140.0, 531.0)
[2022-08-16 22:30:47.359069][mission_princess_arena][princess_arena_button][idle] 5.0 seconds
[2022-08-16 22:30:52.359375][Task] <click> blank_button
[2022-08-16 22:30:52.359875][mission_princess_arena][blank_button][click] (64.0, 146.0)
[2022-08-16 22:30:52.364380][mission_princess_arena][blank_button][idle] 3.03 seconds
[2022-08-16 22:30:55.394489][Task] <click> receive_button
[2022-08-16 22:30:55.394989][mission_princess_arena][receive_button][click] (387.0, 464.0)
[2022-08-16 22:30:55.399493][mission_princess_arena][receive_button][idle] 4.42 seconds
[2022-08-16 22:30:59.822801][Task] <click> blank_button
[2022-08-16 22:30:59.823302][mission_princess_arena][blank_button][click] (69.0, 136.0)
[2022-08-16 22:30:59.827806][mission_princess_arena][blank_button][idle] 4.96 seconds
[2022-08-16 22:31:04.788577][Task] <click> first_person
[2022-08-16 22:31:04.789078][mission_princess_arena][first_person][click] (796.0, 225.0)
[2022-08-16 22:31:04.793582][mission_princess_arena][first_person][idle] 4.11 seconds
[2022-08-16 22:31:08.905123][Task] <click> next_team_button
[2022-08-16 22:31:08.905623][mission_princess_arena][next_team_button][click] (1144.0, 601.0)
[2022-08-16 22:31:08.910127][mission_princess_arena][next_team_button][idle] 3.1 seconds
[2022-08-16 22:31:12.015801][Task] <click> next_team_button
[2022-08-16 22:31:12.016302][mission_princess_arena][next_team_button][click] (1142.0, 606.0)
[2022-08-16 22:31:12.020806][mission_princess_arena][next_team_button][idle] 5.28 seconds
[2022-08-16 22:31:17.300852][Task] <click> attack_button
[2022-08-16 22:31:17.301353][mission_princess_arena][attack_button][click] (1128.0, 596.0)
[2022-08-16 22:31:17.306857][mission_princess_arena][attack_button][idle] 11.06 seconds
[2022-08-16 22:31:28.375388][Task] <click> skip_button
[2022-08-16 22:31:28.375888][mission_princess_arena][skip_button][click] (1225.0, 484.0)
[2022-08-16 22:31:28.379892][mission_princess_arena][skip_button][idle] 10.94 seconds
[2022-08-16 22:31:39.320813][Task] <click> next_button
[2022-08-16 22:31:39.321314][mission_princess_arena][next_button][click] (1098.0, 660.0)
[2022-08-16 22:31:39.326318][mission_princess_arena][next_button][idle] 5.61 seconds
[2022-08-16 22:31:44.936649][Task] <click> blank_button
[2022-08-16 22:31:44.937150][mission_princess_arena][blank_button][click] (53.0, 134.0)
[2022-08-16 22:31:44.941654][mission_princess_arena][blank_button][idle] 3.5 seconds
[2022-08-16 22:31:48.442168][Task] <click> blank_button
[2022-08-16 22:31:48.442668][mission_princess_arena][blank_button][click] (56.0, 143.0)
[2022-08-16 22:31:48.447173][mission_princess_arena][blank_button][idle] 5.37 seconds
[2022-08-16 22:31:53.827806][Task] mission_complete
[2022-08-16 22:31:53.828306][Task] <click> main_button
[2022-08-16 22:31:53.829807][mission_complete][main_button][click] (117.0, 674.0)
[2022-08-16 22:31:53.836313][mission_complete][main_button][idle] 5.74 seconds
[2022-08-16 22:31:59.577256][Task] <click> mission_button
[2022-08-16 22:31:59.577757][mission_complete][mission_button][click] (1116.0, 569.0)
[2022-08-16 22:31:59.582761][mission_complete][mission_button][idle] 5.2 seconds
[2022-08-16 22:32:04.783239][Task] <click> receive_button
[2022-08-16 22:32:04.783739][mission_complete][receive_button][click] (1108.0, 599.0)
[2022-08-16 22:32:04.788745][mission_complete][receive_button][idle] 4.7 seconds
[2022-08-16 22:32:09.497799][Task] <click> blank_button
[2022-08-16 22:32:09.498299][mission_complete][blank_button][click] (52.0, 147.0)
[2022-08-16 22:32:09.503304][mission_complete][blank_button][idle] 5.81 seconds
[2022-08-16 22:32:15.313807][Connect] taskkill /f /im adb.exe
[2022-08-16 22:32:15.392875][Connect] F:\LDPlayer\LDPlayer4.0\adb.exe kill-server
[2022-08-16 22:32:15.396879]['SUCCESS: The process "adb.exe" with PID 13436 has been terminated.']
[2022-08-17 22:19:45.368190][Task_List] ['receive_energy', 'mission_explore', 'mission_dungeons', 'mission_gashapon', 'mission_guild', 'mission_arena', 'shopping', 'mission_princess_arena', 'mission_complete']
[2022-08-17 22:19:45.392784][Task] initial
[2022-08-17 22:19:45.392784][Task] <click> blank_button
[2022-08-17 22:19:45.393762][initial][blank_button][click] (0, 3.0)
[2022-08-17 22:19:45.398645][initial][blank_button][idle] 10.28 seconds
[2022-08-17 22:21:31.182510][Task_List] ['receive_energy', 'mission_dungeons', 'mission_guild', 'shopping', 'mission_gashapon', 'mission_arena', 'mission_explore', 'mission_princess_arena', 'mission_complete']
[2022-08-17 22:21:31.183487][Task] initial
[2022-08-17 22:21:31.183487][Task] <click> blank_button
[2022-08-17 22:21:31.184465][initial][blank_button][click] (1.0, 4.0)
[2022-08-17 22:21:31.187393][initial][blank_button][idle] 11.2 seconds
[2022-08-17 22:21:42.387856][Task] receive_energy
[2022-08-17 22:21:42.387856][Task] <click> home_button
[2022-08-17 22:21:42.387856][receive_energy][home_button][click] (822.0, 680.0)
[2022-08-17 22:21:42.391762][receive_energy][home_button][idle] 5.8 seconds
[2022-08-17 22:21:48.192972][Task] <click> receive_button
[2022-08-17 22:21:48.192972][receive_energy][receive_button][click] (1202.0, 570.0)
